rac_id,prod_id,comp_id,return_qty,return_amount,return_reason
1268,39,,1,5430.36,Defective Component
1269,48,,1,5698.55,Defective Component
1270,25,169,1,4976.66,Damaged in Shipping
1271,10,,1,5455.93,Wrong Size
1272,61,,1,4366.96,Broken Frame
1273,28,,1,4159.99,Warranty Replacement
1274,12,,1,5736.5,Wheel Failure
1275,67,,1,4045.94,Paint Defect
1276,60,168,1,4188.95,Paint Defect
1277,47,,1,4260.13,Customer Changed Mind
1278,5,,1,3707.25,Customer Changed Mind
1279,31,,1,4449.9,Faulty Brake
1280,37,,1,3189.54,Wheel Failure
1281,12,,1,5744.75,Broken Frame
1282,66,,1,3545.16,Paint Defect
1283,56,,1,4504.99,Broken Frame
1284,30,,1,4611,Defective Component
1285,66,126,1,3534.96,Faulty Brake
1286,69,,1,3999,Wrong Size
1287,58,,1,4010.08,Fork Issue / Leaking
1288,54,,1,5967.51,Warranty Replacement
1289,27,,1,4523.95,Damaged in Shipping
1290,41,,1,4610.68,Damaged in Shipping
1291,39,,1,5556.43,Faulty Brake
1292,3,,1,5897.68,Wrong Size
1293,19,225,1,4439.13,Wheel Failure
1294,35,,1,3999,Damaged in Shipping
1295,25,,1,5012.29,Customer Changed Mind
1296,61,,1,4366.96,Customer Changed Mind
1297,49,,1,4936.35,Customer Changed Mind
1298,26,280,1,3232.52,Damaged in Shipping
1299,59,,1,4982.82,Warranty Replacement
1300,65,,1,4719,Wheel Failure
1301,33,,1,5170.56,Paint Defect
1302,45,,1,4745,Fork Issue / Leaking
1303,46,,1,5698.55,Damaged in Shipping
1304,58,,1,3963.34,Paint Defect
1305,56,,1,4504.99,Warranty Replacement
1306,8,150,1,6836.39,Wheel Failure
1307,14,,1,8356,Faulty Brake
1308,35,,1,4238.94,Wheel Failure
1309,48,3,1,5607.16,Damaged in Shipping
1310,41,,1,4594.56,Warranty Replacement
1311,2,139,1,3500,Fork Issue / Leaking
1312,34,,1,6229.34,Wrong Size
1313,1,,1,6273.59,Defective Component
1314,67,,1,3799,Fork Issue / Leaking
1315,41,77,1,4546.19,Customer Changed Mind
1316,58,,1,3963.34,Fork Issue / Leaking
1317,20,,1,4238.94,Broken Frame
1318,57,,1,2199,Damaged in Shipping
1319,9,,1,2923.56,Wrong Size
1320,63,,1,1961,Faulty Brake
1321,51,,1,3940.35,Fork Issue / Leaking
1322,49,,1,5006.53,Customer Changed Mind
1323,42,,1,5300,Wheel Failure
1324,42,,1,5275,Wrong Size
1325,57,,1,2341.94,Paint Defect
1326,22,,1,7399,Warranty Replacement
1327,24,,1,7805.95,Wrong Size
1328,66,77,1,3602.94,Broken Frame
1329,54,109,1,5882.67,Broken Frame
1330,10,,1,5302.96,Customer Changed Mind
1331,8,,1,6787.79,Wrong Size
1332,41,111,1,4535.45,Damaged in Shipping
1333,47,88,1,4179.75,Wheel Failure
1334,66,,1,3563.85,Fork Issue / Leaking
1335,38,,1,4717.93,Paint Defect
1336,44,93,1,6842.65,Faulty Brake
1337,51,,1,3852.18,Faulty Brake
1338,26,,1,3186.56,Warranty Replacement
1339,51,,1,3820.95,Faulty Brake
1340,65,,1,4708,Broken Frame
1341,18,,1,4200,Wheel Failure
1342,30,,1,4524,Damaged in Shipping
1343,32,,1,4699.21,Defective Component
1344,20,,1,4273.93,Customer Changed Mind
1345,50,,1,5882.07,Defective Component
1346,2,,1,3692.5,Wrong Size
1347,52,128,1,2756.44,Wrong Size
1348,42,,1,5362.5,Customer Changed Mind
1349,44,120,1,6650.8,Wheel Failure
1350,9,,1,2966.94,Broken Frame
1351,50,,1,5946.59,Wrong Size
1352,58,,1,3982.04,Warranty Replacement
1353,14,,1,8000,Customer Changed Mind
1354,24,,1,7399,Wheel Failure
1355,54,73,1,5995.79,Faulty Brake
1356,43,,1,3422.93,Paint Defect
1357,18,,1,4466.7,Damaged in Shipping
1358,18,,1,4452,Warranty Replacement
1359,39,,1,5199,Broken Frame
1360,61,,1,4471.94,Customer Changed Mind
1361,46,193,1,5671.67,Wrong Size
1362,15,,1,8123.49,Fork Issue / Leaking
1363,44,,1,6395,Damaged in Shipping
1364,46,,1,5698.55,Customer Changed Mind
1365,14,,1,8356,Wrong Size
1366,19,,1,4456.13,Wrong Size
1367,32,,1,4678.96,Fork Issue / Leaking
1368,39,,1,5536.94,Warranty Replacement
1369,13,,1,6177,Paint Defect
1370,67,106,1,3968.06,Warranty Replacement
1371,60,,1,3999,Fork Issue / Leaking
1372,49,,1,5006.53,Defective Component
1373,1,,1,6134.96,Broken Frame
1374,34,111,1,6282.44,Wrong Size
1375,65,,1,4642,Faulty Brake
1376,16,,1,5561.95,Damaged in Shipping
1377,22,,1,7728.26,Faulty Brake
1378,28,,1,4239.99,Wheel Failure
1379,65,223,1,4664,Paint Defect
1380,17,,1,5295.9,Damaged in Shipping
1381,25,,1,4750.99,Broken Frame
1382,36,,1,3605.9,Customer Changed Mind
1383,9,,1,2966.94,Warranty Replacement
1384,31,,1,4647.92,Customer Changed Mind
1385,11,,1,5040.75,Customer Changed Mind
1386,11,,1,5040.75,Damaged in Shipping
1387,15,,1,8258.24,Warranty Replacement
1388,27,258,1,4523.95,Faulty Brake
1389,54,,1,5656.41,Paint Defect
1390,14,3,1,8000,Warranty Replacement
1391,7,,1,4579.49,Wheel Failure
1392,56,,1,4797.81,Warranty Replacement
1393,42,28,1,5343.75,Fork Issue / Leaking
1394,3,,1,5848.19,Fork Issue / Leaking
1395,58,,1,3739,Defective Component
1396,58,,1,3996.06,Defective Component
1397,22,,1,7824.44,Damaged in Shipping
1398,62,,1,6590.49,Wrong Size
1399,25,,1,4941.03,Customer Changed Mind
1400,14,124,1,8580,Customer Changed Mind
1401,14,,1,8000,Faulty Brake
1402,41,,1,4470.96,Wheel Failure
1403,60,246,1,4238.94,Broken Frame
1404,6,,1,2073.81,Fork Issue / Leaking
1405,46,,1,5698.55,Customer Changed Mind
1406,15,,1,8161.99,Defective Component
1407,22,,1,7842.94,Fork Issue / Leaking
1408,57,105,1,2319.95,Wheel Failure
1409,11,95,1,5029,Wrong Size
1410,29,271,1,3950.96,Broken Frame
1411,64,,1,3852,Defective Component
1412,58,,1,3739,Broken Frame
1413,16,,1,5575.13,Customer Changed Mind
1414,32,,1,4784.69,Customer Changed Mind
1415,35,,1,4170.96,Broken Frame
1416,12,101,1,5720,Defective Component
1417,60,,1,4252.94,Faulty Brake
1418,26,280,1,3186.56,Fork Issue / Leaking
1419,62,,1,6646.65,Fork Issue / Leaking
1420,69,256,1,4188.95,Faulty Brake
1421,56,,1,4685.19,Broken Frame
1422,6,,1,2084.05,Broken Frame
1423,19,113,1,4483.75,Fork Issue / Leaking
1424,58,,1,3944.65,Wrong Size
1425,61,,1,4398.45,Faulty Brake
1426,62,237,1,6240.99,Customer Changed Mind
1427,35,,1,4218.95,Paint Defect
1428,31,,1,4699.09,Damaged in Shipping
1429,51,,1,3879.73,Defective Component
1430,38,262,1,4399,Wrong Size
1431,60,,1,4238.94,Defective Component
1432,52,,1,2752.48,Warranty Replacement
1433,41,160,1,4483.86,Paint Defect
1434,56,,1,4831.6,Wrong Size
1435,4,,1,3961.35,Fork Issue / Leaking
1436,31,,1,4661.27,Broken Frame
1437,2,,1,3669.75,Wrong Size
1438,30,,1,4556.63,Defective Component
1439,38,,1,4399,Warranty Replacement
1440,31,125,1,4647.92,Defective Component
1441,62,233,1,6615.45,Broken Frame
1442,47,,1,4209.89,Broken Frame
1443,47,,1,4213.91,Paint Defect
1444,4,,1,4022.29,Wheel Failure
1445,58,,1,3905.39,Faulty Brake
1446,14,,1,8000,Fork Issue / Leaking
1447,30,59,1,4611,Customer Changed Mind
1448,64,,1,3816,Warranty Replacement
1449,67,,1,4026.94,Defective Component
1450,13,,1,6177,Customer Changed Mind
1451,8,,1,6901.19,Faulty Brake
1452,7,,1,4611.74,Defective Component
1453,35,,1,3999,Wrong Size
1454,24,,1,7813.34,Defective Component
1455,63,,1,1924,Broken Frame
1456,29,,1,3799,Broken Frame
1457,62,,1,6615.45,Fork Issue / Leaking
1458,60,,1,4288.93,Defective Component
1459,68,,1,4273.93,Customer Changed Mind
1460,9,173,1,2955.74,Damaged in Shipping
1461,65,,1,4595.8,Broken Frame
1462,11,,1,4888,Faulty Brake
1463,31,10,1,4647.92,Paint Defect
1464,10,,1,5430.44,Broken Frame
1465,30,,1,4524,Defective Component
1466,50,,1,5995.68,Wheel Failure
1467,49,,1,5006.53,Paint Defect
1468,1,,1,6229.34,Broken Frame
1469,37,,1,3189.54,Fork Issue / Leaking
1470,12,,1,5720,Fork Issue / Leaking
1471,15,,1,8065.74,Wrong Size
1472,1,,1,6252.94,Wrong Size
1473,52,,1,2756.44,Damaged in Shipping
1474,50,,1,5609.99,Fork Issue / Leaking
1475,40,119,1,4492.93,Broken Frame
1476,31,,1,4694.64,Customer Changed Mind
1477,19,,1,4505,Wheel Failure
1478,1,,1,6134.96,Defective Component
1479,68,,1,4218.95,Defective Component
1480,25,139,1,4941.03,Defective Component
1481,60,,1,4278.93,Broken Frame
1482,52,,1,2639,Faulty Brake
1483,7,,1,4540.79,Wrong Size
1484,56,,1,4797.81,Damaged in Shipping
1485,33,192,1,5126.87,Fork Issue / Leaking
1486,7,,1,4557.99,Paint Defect
1487,58,125,1,3944.65,Broken Frame
1488,68,,1,4222.94,Paint Defect
1489,58,,1,3739,Wrong Size
1490,46,,1,5375.99,Wrong Size
1491,59,,1,4831.83,Warranty Replacement
1492,66,,1,3602.94,Defective Component
1493,55,,1,3429.7,Fork Issue / Leaking
1494,36,,1,3572.2,Defective Component
1495,44,,1,6778.7,Faulty Brake
1496,14,,1,8000,Fork Issue / Leaking
1497,58,,1,3944.65,Wrong Size
1498,18,,1,4200,Defective Component
1499,27,,1,4397.11,Wheel Failure
1500,50,,1,5974.64,Broken Frame
1501,14,,1,8320,Customer Changed Mind
1502,23,,1,4662.94,Warranty Replacement
1503,24,70,1,7842.94,Defective Component
1504,37,278,1,3154.94,Warranty Replacement
1505,58,,1,3888.56,Paint Defect
1506,61,,1,4450.94,Faulty Brake
1507,21,,1,6080.25,Damaged in Shipping
1508,27,,1,4464.76,Wheel Failure
1509,46,2,1,5615.22,Paint Defect
1510,44,,1,6810.68,Paint Defect
1511,19,,1,4505,Customer Changed Mind
1512,6,191,1,2066.99,Defective Component
1513,21,,1,6030.96,Customer Changed Mind
1514,63,,1,1961,Damaged in Shipping
1515,42,,1,5237.5,Wrong Size
1516,32,,1,4757.69,Paint Defect
1517,57,40,1,2330.94,Warranty Replacement
1518,45,,1,4745,Warranty Replacement
1519,47,,1,4300.32,Warranty Replacement
1520,60,159,1,3999,Fork Issue / Leaking
1521,30,,1,4589.25,Wheel Failure
1522,12,,1,5816.25,Wheel Failure
1523,52,,1,2823.73,Warranty Replacement
1524,22,,1,7868.84,Broken Frame
1525,15,206,1,7699.99,Customer Changed Mind
1526,17,,1,5613.65,Customer Changed Mind
1527,13,,1,6206,Defective Component
1528,27,,1,4523.95,Warranty Replacement
1529,46,,1,5698.55,Paint Defect
1530,5,,1,3480.99,Wheel Failure
1531,11,,1,5029,Fork Issue / Leaking
1532,59,,1,4924.75,Paint Defect
1533,41,,1,4535.45,Paint Defect
1534,4,,1,3808.99,Customer Changed Mind
1535,51,,1,3820.95,Broken Frame
1536,45,,1,5046.31,Warranty Replacement
1537,6,,1,1949.99,Broken Frame
1538,56,,1,4685.19,Wrong Size
1539,14,,1,8320,Wrong Size
1540,26,,1,3200.35,Wheel Failure
1541,21,,1,6030.96,Paint Defect
1542,39,,1,5199,Wheel Failure
1543,52,,1,2639,Damaged in Shipping
1544,11,,1,4902.1,Damaged in Shipping
1545,60,,1,4158.96,Wrong Size
1546,24,,1,7399,Defective Component
1547,41,,1,4470.96,Broken Frame
1548,6,178,1,1949.99,Defective Component
1549,58,,1,3963.34,Wrong Size
1550,20,,1,4218.95,Fork Issue / Leaking
1551,45,,1,4745,Broken Frame
1552,54,,1,5967.51,Warranty Replacement
1553,27,,1,4523.95,Fork Issue / Leaking
1554,14,168,1,8000,Defective Component
1555,8,,1,6901.19,Broken Frame
1556,37,,1,3174.5,Wheel Failure
1557,19,,1,4456.13,Fork Issue / Leaking
1558,64,,1,3760.2,Paint Defect
1559,17,,1,5587.17,Defective Component
1560,18,,1,4368,Faulty Brake
1561,60,,1,3999,Fork Issue / Leaking
1562,55,,1,3401.62,Defective Component
1563,29,,1,3799,Paint Defect
1564,55,248,1,3429.7,Fork Issue / Leaking
1565,3,,1,5848.19,Paint Defect
1566,12,,1,5500,Paint Defect
1567,27,254,1,4460.53,Wheel Failure
1568,57,,1,2293.56,Fork Issue / Leaking
1569,69,,1,4228.94,Wheel Failure
1570,29,,1,4026.94,Defective Component
1571,50,,1,5882.07,Faulty Brake
1572,29,,1,3950.96,Broken Frame
1573,9,104,1,2799,Fork Issue / Leaking
1574,47,,1,4274.2,Defective Component
1575,18,,1,4200,Warranty Replacement
1576,63,,1,1924,Faulty Brake
1577,66,,1,3563.85,Wheel Failure
1578,4,64,1,4022.29,Wrong Size
1579,33,,1,5146.29,Damaged in Shipping
1580,51,150,1,3940.35,Faulty Brake
1581,42,,1,5343.75,Customer Changed Mind
1582,40,80,1,4199,Defective Component
1583,69,,1,4238.94,Wheel Failure
1584,12,,1,5898.75,Paint Defect
1585,46,,1,5698.55,Faulty Brake
1586,25,,1,4981.41,Wrong Size
1587,34,,1,6223.45,Wrong Size
1588,32,,1,4768.94,Wheel Failure
1589,15,,1,8142.74,Paint Defect
1590,24,,1,7399,Damaged in Shipping
1591,49,,1,4887.22,Damaged in Shipping
1592,15,,1,8123.49,Warranty Replacement
1593,36,,1,3504.8,Customer Changed Mind
1594,59,,1,4982.82,Broken Frame
1595,66,,1,3585.95,Defective Component
1596,29,,1,4064.93,Defective Component
1597,35,12,1,4258.94,Warranty Replacement
1598,37,29,1,3129.36,Defective Component
1599,13,,1,6032,Wrong Size
1600,26,,1,3274.65,Fork Issue / Leaking
1601,26,,1,3247.84,Fork Issue / Leaking
1602,25,18,1,4941.03,Paint Defect
1603,44,,1,6753.12,Paint Defect
1604,69,,1,3999,Broken Frame
1605,33,,1,4854.99,Faulty Brake
1606,8,,1,6768.35,Warranty Replacement
1607,57,,1,2199,Wrong Size
1608,62,,1,6584.24,Wrong Size
1609,32,,1,4692.46,Fork Issue / Leaking
1610,34,,1,6252.94,Warranty Replacement
1611,48,,1,5607.16,Defective Component
1612,20,,1,4278.93,Defective Component
1613,39,76,1,5575.93,Fork Issue / Leaking
1614,30,,1,4543.58,Faulty Brake
1615,69,,1,4228.94,Wrong Size
1616,28,,1,4159.99,Wheel Failure
1617,49,,1,4959.74,Defective Component
1618,45,,1,4934.8,Wheel Failure
1619,24,2,1,7694.96,Paint Defect
1620,22,,1,7694.96,Broken Frame
1621,34,,1,6223.45,Paint Defect
1622,49,,1,4959.74,Paint Defect
1623,52,,1,2639,Fork Issue / Leaking
1624,69,,1,4258.94,Broken Frame
1625,21,,1,6197.68,Wrong Size
1626,44,,1,6834.66,Damaged in Shipping
1627,55,,1,3417.67,Damaged in Shipping
1628,9,,1,2799,Warranty Replacement
1629,4,,1,4075.62,Broken Frame
1630,6,,1,2073.81,Damaged in Shipping
1631,30,,1,4654.5,Broken Frame
1632,59,,1,4947.98,Customer Changed Mind
1633,49,,1,4679,Warranty Replacement
1634,42,,1,5300,Paint Defect
1635,17,,1,5666.61,Customer Changed Mind
1636,46,,1,5671.67,Fork Issue / Leaking
1637,45,,1,5089.01,Customer Changed Mind
1638,39,45,1,5406.96,Wheel Failure
1639,47,,1,4300.32,Broken Frame
1640,20,,1,3999,Faulty Brake
1641,48,,1,5698.55,Customer Changed Mind
1642,54,,1,5967.51,Warranty Replacement
1643,55,70,1,3401.62,Warranty Replacement
1644,43,,1,3390.94,Customer Changed Mind
1645,19,,1,4483.75,Paint Defect
1646,48,,1,5698.55,Paint Defect
1647,19,131,1,4505,Wrong Size
1648,25,62,1,5052.68,Faulty Brake
1649,11,52,1,4700,Customer Changed Mind
1650,48,,1,5698.55,Customer Changed Mind
1651,65,,1,4708,Wrong Size
1652,58,,1,3982.04,Fork Issue / Leaking
1653,33,,1,5170.56,Fork Issue / Leaking
1654,20,,1,4288.93,Broken Frame
1655,62,,1,6677.86,Wrong Size
1656,62,,1,6637.29,Broken Frame
1657,29,,1,4026.94,Faulty Brake
1658,53,,1,8000.69,Wheel Failure
1659,20,,1,3999,Fork Issue / Leaking
1660,63,,1,1961,Warranty Replacement
1661,39,,1,5199,Broken Frame
1662,52,,1,2830.33,Wheel Failure
1663,56,,1,4723.48,Defective Component
1664,31,,1,4627.9,Wheel Failure
1665,5,,1,3707.25,Faulty Brake
1666,51,,1,3673.99,Wheel Failure
1667,63,207,1,1961,Warranty Replacement
1668,66,112,1,3619.94,Defective Component
1669,52,115,1,2784.15,Faulty Brake
1670,28,,1,4177.99,Damaged in Shipping
1671,68,,1,4218.95,Warranty Replacement
1672,19,,1,4432.75,Paint Defect
1673,59,,1,4924.75,Paint Defect
1674,34,,1,6311.93,Damaged in Shipping
1675,56,,1,4797.81,Paint Defect
1676,7,,1,4299.99,Wheel Failure
1677,4,,1,4037.53,Wrong Size
1678,11,,1,5040.75,Customer Changed Mind
1679,8,,1,6794.27,Paint Defect
1680,51,,1,3931.17,Customer Changed Mind
1681,44,14,1,6650.8,Customer Changed Mind
