rac_id,ord_id,cus_id,warehouse_id,tot_ret_item_cnt,tot_ret_amnt,return_date
1386,4906937,1000,3,1,5040.75,2016-06-28
1387,1273816,672,3,1,8258.24,2008-04-02
1388,2716051,1081,2,1,4523.95,2019-03-21
1389,1434425,514,2,1,5656.41,2012-11-13
1390,2438798,1645,2,1,8000,2001-06-19
1391,6751436,771,1,1,4579.49,2013-03-14
1392,4862701,1602,3,1,4797.81,2000-06-03
1393,1938477,2398,3,1,5343.75,2013-03-02
1394,1564158,1504,2,1,5848.19,2011-02-04
1395,3452320,305,2,1,3739,2000-11-28
1396,1982899,1547,3,1,3996.06,2015-02-21
1397,1716270,1526,3,1,7824.44,2015-10-20
1398,5717859,999,3,1,6590.49,2001-07-05
1399,6161857,1493,3,1,4941.03,2002-05-12
1400,4350229,1967,2,1,8580,2004-07-16
1401,6930730,2070,1,1,8000,2017-11-08
1402,6317247,2289,2,1,4470.96,2017-07-20
1403,7212565,2540,1,1,4238.94,2001-07-26
1404,7351076,1529,1,1,2073.81,2009-08-11
1405,2758805,1423,1,1,5698.55,2018-12-05
1406,1603961,556,3,1,8161.99,2010-03-12
1407,4398138,1317,2,1,7842.94,2012-04-30
1408,2027470,1776,2,1,2319.95,2001-02-16
1409,4058355,1897,1,1,5029,2006-01-31
1410,2052365,733,1,1,3950.96,2019-06-12
1411,2674197,774,3,1,3852,2006-05-08
1412,5624135,2317,3,1,3739,2011-11-26
1413,7362005,1815,2,1,5575.13,2007-02-10
1414,4514309,380,3,1,4784.69,2006-09-16
1415,4471131,212,3,1,4170.96,2012-11-23
1416,7219644,678,2,1,5720,2008-10-12
1417,6489426,2548,1,1,4252.94,2001-03-03
1418,4144370,1825,2,1,3186.56,2011-10-26
1419,2398667,602,1,1,6646.65,2020-01-14
1420,3819570,1194,3,1,4188.95,2016-05-14
1421,1504948,1429,3,1,4685.19,2017-05-26
1422,4352288,540,2,1,2084.05,2018-08-27
1423,5708272,1600,1,1,4483.75,2010-12-27
1424,4198891,1092,2,1,3944.65,2013-12-05
1425,2901363,2103,3,1,4398.45,2009-09-19
1426,4210104,1513,1,1,6240.99,2013-11-13
1427,5861427,224,1,1,4218.95,2008-05-13
1428,4110943,585,1,1,4699.09,2004-05-13
1429,2808624,871,1,1,3879.73,2009-06-04
1430,6144261,53,1,1,4399,2002-05-17
1431,4688902,2356,1,1,4238.94,2010-11-27
1432,2678429,253,3,1,2752.48,2011-12-13
1433,4056716,1237,3,1,4483.86,2001-05-06
1434,5662865,2328,1,1,4831.6,2018-10-17
1435,4284851,1494,3,1,3961.35,2006-05-18
1436,3495920,1610,3,1,4661.27,2015-04-15
1437,6147017,2079,2,1,3669.75,2011-05-10
1438,4832771,894,3,1,4556.63,2016-09-03
1439,6144261,53,1,1,4399,2002-07-07
1440,1751585,1469,1,1,4647.92,2006-05-04
1441,3326659,200,1,1,6615.45,2015-09-24
1442,6014487,1095,2,1,4209.89,2011-11-06
1443,1246462,889,2,1,4213.91,2007-10-03
1444,3383217,1486,1,1,4022.29,2008-05-02
1445,1712241,1912,3,1,3905.39,2016-10-24
1446,5534307,1415,1,1,8000,2003-06-19
1447,3681241,211,2,1,4611,2004-11-04
1448,4347837,2205,3,1,3816,2000-08-03
1449,2484916,1141,1,1,4026.94,2001-11-11
1450,5892291,985,2,1,6177,2015-02-27
1451,1908873,387,1,1,6901.19,2012-03-15
1452,1391031,424,2,1,4611.74,2002-07-08
1453,3602017,2534,1,1,3999,2001-02-05
1454,1924372,1009,1,1,7813.34,2015-10-18
1455,7187578,770,2,1,1924,2014-03-08
1456,3104108,1669,2,1,3799,2014-01-17
1457,2388960,1288,1,1,6615.45,2004-02-03
1458,6915316,2495,3,1,4288.93,2009-07-09
1459,6468211,1974,2,1,4273.93,2014-10-12
1460,1911495,1465,3,1,2955.74,2008-08-28
1461,5487502,1231,1,1,4595.8,2001-07-16
1462,5214409,2241,3,1,4888,2004-12-19
1463,1751585,1469,1,1,4647.92,2005-11-30
1464,6735468,1826,2,1,5430.44,2003-06-30
1465,5961883,2041,3,1,4524,2004-01-12
1466,5123036,939,2,1,5995.68,2006-10-31
1467,5136786,676,3,1,5006.53,2012-02-24
1468,5598550,2066,3,1,6229.34,2015-02-19
1469,1517524,1276,3,1,3189.54,2013-09-21
1470,4782718,320,1,1,5720,2007-07-02
1471,1266062,2290,2,1,8065.74,2011-09-11
1472,5599657,2533,2,1,6252.94,2003-03-21
1473,5788077,1743,3,1,2756.44,2004-03-23
1474,6048550,2434,1,1,5609.99,2013-05-19
1475,5160033,2436,2,1,4492.93,2016-02-04
1476,6124496,1391,3,1,4694.64,2015-04-12
1477,5271578,1679,3,1,4505,2018-02-06
1478,1436374,2405,3,1,6134.96,2001-01-19
1479,5709935,899,2,1,4218.95,2003-08-05
1480,5643688,1843,3,1,4941.03,2007-10-29
1481,7145124,611,3,1,4278.93,2006-09-07
1482,6898801,1796,3,1,2639,2011-06-30
1483,1504612,2311,3,1,4540.79,2009-08-26
1484,4862701,1602,3,1,4797.81,2000-01-21
1485,6909016,1152,1,1,5126.87,2010-03-11
1486,5318762,2010,1,1,4557.99,2002-09-02
1487,7093023,1061,3,1,3944.65,2010-08-09
1488,2965252,1344,1,1,4222.94,2000-11-01
1489,3169204,2361,1,1,3739,2004-03-14
1490,4193343,2220,2,1,5375.99,2006-05-11
1491,5760066,2364,2,1,4831.83,2016-01-05
1492,3351988,2136,3,1,3602.94,2003-10-26
1493,6835324,2403,2,1,3429.7,2007-12-11
1494,1826241,2152,3,1,3572.2,2016-12-02
1495,6300542,2173,1,1,6778.7,2002-05-21
1496,6930730,2070,1,1,8000,2017-09-19
1497,5116839,295,2,1,3944.65,2000-06-28
1498,6378566,2100,2,1,4200,2005-05-28
1499,6550384,1960,2,1,4397.11,2010-09-11
1500,2936479,1863,2,1,5974.64,2003-12-13
1501,2454071,1664,2,1,8320,2013-07-02
1502,4811446,1105,3,1,4662.94,2018-06-30
1503,6691508,853,1,1,7842.94,2000-12-16
1504,3586571,1535,2,1,3154.94,2014-10-05
1505,6130139,885,3,1,3888.56,2000-04-27
1506,7361958,2204,2,1,4450.94,2019-06-02
1507,4195011,264,2,1,6080.25,2004-07-21
1508,1409364,2181,1,1,4464.76,2001-12-31
1509,4043069,1379,1,1,5615.22,2016-07-15
1510,1526982,95,1,1,6810.68,2002-05-31
1511,3700343,1799,2,1,4505,2014-12-12
1512,1699372,1604,3,1,2066.99,2018-05-07
1513,3446980,789,2,1,6030.96,2001-10-16
1514,3985028,2342,1,1,1961,2016-07-18
1515,1570448,2223,2,1,5237.5,2011-06-14
1516,4768143,1934,3,1,4757.69,2017-01-20
1517,3364980,152,2,1,2330.94,2005-09-16
1518,5407784,2256,1,1,4745,2018-08-02
1519,2796751,22,1,1,4300.32,2016-12-01
1520,1636048,717,3,1,3999,2016-11-04
1521,6888870,2491,1,1,4589.25,2006-03-29
1522,6772820,2245,1,1,5816.25,2019-04-30
1523,6995480,316,3,1,2823.73,2016-02-11
1524,7376738,2131,2,1,7868.84,2001-08-02
1525,1633253,2108,1,1,7699.99,2001-11-22
1526,1163751,1434,2,1,5613.65,2017-09-01
1527,3582590,1340,2,1,6206,2006-07-26
1528,3937927,128,1,1,4523.95,2017-02-18
1529,5440045,61,1,1,5698.55,2010-06-18
1530,1794189,1336,1,1,3480.99,2002-01-14
1531,4058355,1897,1,1,5029,2005-09-19
1532,3695305,100,2,1,4924.75,2015-07-29
1533,6725243,2416,2,1,4535.45,2002-12-04
1534,1607489,2344,1,1,3808.99,2016-06-21
1535,3600012,566,2,1,3820.95,2018-08-09
1536,5732609,296,2,1,5046.31,2003-01-23
1537,6779348,1731,3,1,1949.99,2011-08-22
1538,6971588,2134,1,1,4685.19,2010-10-26
1539,1123927,2390,1,1,8320,2016-04-14
1540,3162718,1994,3,1,3200.35,2013-05-04
1541,3446980,789,2,1,6030.96,2001-11-07
1542,7311961,600,1,1,5199,2000-12-31
1543,1450563,267,2,1,2639,2003-06-28
1544,6684479,2556,3,1,4902.1,2016-01-12
1545,5335195,1054,2,1,4158.96,2000-06-08
1546,4539681,1997,2,1,7399,2006-11-06
1547,3414490,2583,1,1,4470.96,2001-12-24
1548,3969897,2048,2,1,1949.99,2015-10-31
1549,3105756,2187,2,1,3963.34,2001-10-15
1550,2834523,2043,2,1,4218.95,2017-05-20
1551,5407784,2256,1,1,4745,2018-08-08
1552,5417203,10,1,1,5967.51,2016-03-25
1553,1433896,2008,1,1,4523.95,2000-05-28
1554,2438798,1645,2,1,8000,2001-10-06
1555,2159284,1393,1,1,6901.19,2018-10-25
1556,4317918,1226,2,1,3174.5,2010-01-31
1557,3334993,1015,2,1,4456.13,2004-10-13
1558,2089329,2512,1,1,3760.2,2005-06-04
1559,3543924,1506,1,1,5587.17,2008-07-09
1560,3640825,1301,1,1,4368,2017-11-02
1561,4055987,1279,1,1,3999,2007-03-08
1562,6218108,2478,3,1,3401.62,2008-12-02
1563,3750614,613,2,1,3799,2003-08-05
1564,4601068,513,1,1,3429.7,2013-03-04
1565,7266987,2069,3,1,5848.19,2012-08-23
1566,6959598,1670,1,1,5500,2004-10-16
1567,2055683,784,2,1,4460.53,2010-05-03
1568,4461691,536,1,1,2293.56,2007-11-28
1569,3613450,2494,1,1,4228.94,2013-09-15
1570,5850613,1651,3,1,4026.94,2001-11-28
1571,1190048,1510,2,1,5882.07,2015-04-10
1572,2052365,733,1,1,3950.96,2019-06-17
1573,2588704,2254,2,1,2799,2005-10-01
1574,7372789,20,2,1,4274.2,2001-04-30
